"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2026-01-01 ~ 2026-06-21"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 울산광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"115","울산광역시 울주군 범서읍 천상리","645","0645","0000","디아채","84.9900","202606","14","23,700","-","14","개인","개인","1997","천상2길 16","-","중개거래","울산 울주군","-"
"116","울산광역시 북구 화봉동","667-1","0667","0001","한우리","129.9000","202606","14","38,000","-","8","개인","개인","1994","상방로 12","-","중개거래","울산 북구","-"
"117","울산광역시 북구 화봉동","639-1","0639","0001","효성.삼환아파트","59.9850","202606","14","19,500","-","2","개인","개인","1996","통샘10길 9","-","중개거래","울산 북구","-"
"118","울산광역시 남구 야음동","911","0911","0000","대현더샵","84.9140","202606","14","84,700","-","5","개인","개인","2018","야음로26번길 34","-","중개거래","울산 남구","-"
"119","울산광역시 울주군 범서읍 구영리","371","0371","0000","구영지구푸르지오2단지","84.9950","202606","14","43,200","-","9","개인","개인","2006","대리2길 46","-","중개거래","울산 울주군","-"
"120","울산광역시 북구 화봉동","1485-2","1485","0002","울산송정금강펜테리움그린테라스1차","84.5900","202606","14","54,700","-","2","개인","개인","2019","화산로 75","-","중개거래","울산 북구","-"
"121","울산광역시 남구 야음동","943","0943","0000","번영로하늘채센트럴파크","74.7070","202606","14","72,700","-","26","개인","개인","2022","번영로16번길 14","-","중개거래","울산 남구","-"
"122","울산광역시 북구 천곡동","418","0418","0000","삼성코아루","84.9210","202606","14","27,000","-","5","개인","개인","2005","천곡남로 37","-","중개거래","울산 북구","-"
"123","울산광역시 중구 우정동","689","0689","0000","우정I'PARK","110.5254","202606","14","63,500","-","5","개인","개인","2010","우정2길 45","20260619","중개거래","울산 중구","-"
"124","울산광역시 중구 남외동","501-1","0501","0001","남외푸르지오2차","84.9636","202606","14","56,000","-","15","개인","개인","2007","남외로 60","-","중개거래","울산 중구","-"
"125","울산광역시 울주군 온양읍 발리","1331","1331","0000","울산온양한양립스","68.6576","202606","14","34,500","-","20","개인","개인","2024","발리동상로 35","-","직거래","-","-"
"126","울산광역시 중구 약사동","612-38","0612","0038","삼성래미안","59.9458","202606","14","39,800","-","2","개인","개인","2001","약사로 10","-","중개거래","울산 중구","-"
"127","울산광역시 중구 남외동","500","0500","0000","에일린의뜰","84.9920","202606","14","51,700","-","9","개인","개인","2007","남외1길 105","-","중개거래","울산 중구","-"
"128","울산광역시 중구 남외동","500","0500","0000","에일린의뜰","84.9920","202606","14","52,800","-","3","개인","개인","2007","남외1길 105","-","중개거래","울산 중구","-"
"129","울산광역시 울주군 청량읍 덕하리","1082-1","1082","0001","울산뉴시티에일린의뜰1차","74.9801","202606","14","47,900","-","14","개인","개인","2024","덕하1로 25","-","중개거래","울산 울주군","-"
"130","울산광역시 동구 전하동","640-1","0640","0001","전하아이파크","101.4164","202606","14","47,000","-","4","개인","개인","2012","봉수로 270","-","중개거래","울산 동구","-"
"131","울산광역시 동구 전하동","782","0782","0000","스위첸웰츠타워2단지","63.4350","202606","14","37,200","-","13","개인","개인","2023","방어진순환도로 865","-","중개거래","울산 동구","-"
"132","울산광역시 북구 송정동","1207-2","1207","0002","울산송정호반베르디움","84.9992","202606","14","59,000","-","10","개인","개인","2018","박상진3로 5","-","중개거래","울산 북구","-"
"133","울산광역시 남구 신정동","318","0318","0000","울산신정푸르지오","84.2879","202606","14","63,000","-","2","개인","개인","2012","팔등로 85","-","중개거래","울산 남구","-"
"134","울산광역시 남구 신정동","1676","1676","0000","대공원I'PARK(2단지)","59.9400","202606","14","27,500","-","12","개인","개인","1994","대공원로99번길 38","-","중개거래","울산 남구","-"
"135","울산광역시 울주군 범서읍 굴화리","743-1","0743","0001","문수산푸르지오","84.6478","202606","14","54,800","-","25","개인","개인","2014","장검길 48","-","중개거래","울산 울주군","-"
"136","울산광역시 중구 우정동","385","0385","0000","선경1차","59.3350","202606","13","20,000","-","4","개인","개인","1994","우정3길 9","-","중개거래","울산 중구","-"
"137","울산광역시 울주군 범서읍 천상리","578","0578","0000","청구(천상그린타운)1차","59.8400","202606","13","13,200","-","3","개인","개인","1998","평천길 94","-","중개거래","울산 울주군","-"
"138","울산광역시 북구 화봉동","1492-2","1492","0002","울산송정한라비발디캠퍼스","84.8990","202606","13","58,000","-","5","개인","개인","2019","박상진2로 121","-","중개거래","울산 북구","-"
"139","울산광역시 남구 야음동","943","0943","0000","번영로하늘채센트럴파크","74.7070","202606","13","68,300","-","2","개인","개인","2022","번영로16번길 14","-","중개거래","울산 남구","-"
"140","울산광역시 남구 야음동","937","0937","0000","힐스테이트수암(1단지)","84.7267","202606","13","83,700","-","26","개인","개인","2019","중앙로47번길 27","-","중개거래","울산 남구, 울산 북구","-"
"141","울산광역시 남구 야음동","938","0938","0000","힐스테이트수암(2단지)","72.8449","202606","13","64,850","-","10","개인","개인","2019","중앙로17번길 35","-","중개거래","울산 남구","-"
"142","울산광역시 남구 야음동","594-10","0594","0010","신정현대홈타운2","40.8000","202606","13","17,900","-","8","개인","개인","1999","대암로 82","-","중개거래","울산 남구","-"
"143","울산광역시 남구 야음동","594-37","0594","0037","신정현대홈타운1","59.9700","202606","13","33,500","-","17","개인","개인","1999","대암로 81","-","중개거래","울산 남구","-"
"144","울산광역시 남구 신정동","1591","1591","0000","금탑","55.3100","202606","13","50,000","-","3","개인","개인","1982","거마로118번길 12","-","중개거래","울산 남구","-"
"145","울산광역시 북구 달천동","1-5","0001","0005","달천아이파크1차","101.9660","202606","13","43,000","-","16","개인","개인","2008","달천로 50","-","중개거래","울산 북구","-"
"146","울산광역시 남구 신정동","1889","1889","0000","문수로2차IPARK1단지","84.9424","202606","13","118,970","-","14","개인","개인","2013","동산로69번길 13","-","중개거래","울산 남구","-"
"147","울산광역시 울주군 범서읍 구영리","205","0205","0000","동문굿모닝힐","69.7496","202606","13","41,500","-","18","개인","개인","2007","구영로 75-25","-","중개거래","울산 울주군","-"
