"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2026-01-01 ~ 2026-06-21"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 제주특별자치도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"33","제주특별자치도 서귀포시 중문동","1675-1","1675","0001","남주(가동)","71.6400","202606","08","12,100","-","2","개인","개인","1991","천제연로213번길 33-4","-","중개거래","제주 서귀포시","26.06.15"
"34","제주특별자치도 서귀포시 서홍동","2596","2596","0000","스마트리치","71.1475","202606","08","19,000","-","3","개인","법인","2018","중앙로207번길 8","-","중개거래","제주 서귀포시","26.06.12"
"35","제주특별자치도 제주시 외도일동","529-1","0529","0001","해밀마루","47.7100","202606","08","19,500","-","5","개인","개인","2019","우정로15길 48","-","중개거래","제주 제주시","-"
"36","제주특별자치도 서귀포시 강정동","200","0200","0000","제주강정유승한내들퍼스트오션","110.9718","202606","08","76,000","-","9","개인","개인","2017","대청로 34","-","중개거래","제주 서귀포시","-"
"37","제주특별자치도 제주시 일도이동","46-1","0046","0001","혜성대유","59.8200","202606","08","27,000","-","4","개인","개인","1995","연수로 40","-","중개거래","제주 제주시","-"
"38","제주특별자치도 제주시 도남동","811","0811","0000","도남해모로리치힐아파트","84.9753","202606","07","69,500","-","7","개인","개인","2019","도남서길 14","-","중개거래","제주 제주시","-"
"39","제주특별자치도 서귀포시 동홍동","157","0157","0000","동홍동코아루","60.9375","202606","07","26,200","-","2","개인","개인","2013","일주동로 8565","-","중개거래","제주 서귀포시","-"
"40","제주특별자치도 제주시 월평동","745","0745","0000","제주첨단꿈에그린2단지아파트","84.7938","202606","06","51,000","-","6","개인","개인","2017","첨단로동길 74","-","중개거래","제주 제주시","-"
"41","제주특별자치도 제주시 일도이동","113-6","0113","0006","일도우성2","99.3500","202606","06","36,500","-","4","개인","개인","1995","남광로 223","-","중개거래","제주 제주시","-"
"42","제주특별자치도 서귀포시 서귀동","285-18","0285","0018","서귀포의꿈","27.4000","202606","05","7,000","-","6","개인","개인","2014","동문로 13-1","-","중개거래","제주 제주시","-"
"43","제주특별자치도 서귀포시 동홍동","2207","2207","0000","캐슬휘닉스더퍼스트","84.9134","202606","05","40,950","101동","6","개인","개인","2023","동홍로99번길 18-10","-","중개거래","제주 서귀포시","26.06.08"
"44","제주특별자치도 제주시 일도이동","327-15","0327","0015","일도성지","81.7700","202606","04","17,000","-","3","개인","개인","1996","고마로13길 21","-","중개거래","제주 제주시","-"
"45","제주특별자치도 제주시 아라일동","6121","6121","0000","아라아이파크","84.9992","202606","04","68,000","-","10","개인","개인","2013","인다1길 20","-","중개거래","제주 제주시","-"
"46","제주특별자치도 제주시 연동","250-6","0250","0006","예그린하우스텔","28.5825","202606","03","8,200","-","10","개인","개인","2011","삼무로 9","-","중개거래","제주 제주시","-"
"47","제주특별자치도 제주시 월평동","745","0745","0000","제주첨단꿈에그린2단지아파트","84.7938","202606","03","48,300","-","2","개인","개인","2017","첨단로동길 74","20260609","중개거래","제주 제주시","-"
"48","제주특별자치도 제주시 월평동","745","0745","0000","제주첨단꿈에그린2단지아파트","84.7938","202606","03","48,300","-","2","개인","개인","2017","첨단로동길 74","-","중개거래","제주 제주시","-"
"49","제주특별자치도 제주시 외도일동","492-20","0492","0020","더펠리스1차","84.9388","202606","02","35,000","-","4","개인","개인","2014","우정로10길 29","-","중개거래","제주 제주시","-"
"50","제주특별자치도 서귀포시 강정동","158-1","0158","0001","윙스스카이2차","27.3000","202606","02","7,300","-","7","개인","개인","2013","신서귀로51번길 33","-","직거래","-","26.06.02"
"51","제주특별자치도 제주시 외도일동","494-2","0494","0002","더펠리스11차","84.5350","202606","02","47,000","-","8","개인","법인","2023","우령6길 27","-","중개거래","제주 제주시","-"
"52","제주특별자치도 제주시 연동","2332-6","2332","0006","삼무원룸","32.6400","202606","01","6,400","-","6","법인","개인","2002","도령로 123","-","중개거래","제주 제주시","26.06.01"
"53","제주특별자치도 서귀포시 서귀동","150","0150","0000","효림스카이","25.2180","202606","01","4,000","-","5","개인","개인","2007","태평로 446","-","직거래","-","26.06.01"
"54","제주특별자치도 서귀포시 동홍동","139-1","0139","0001","세기1(가나동)","84.9300","202606","01","15,700","-","4","개인","개인","1990","태평로 549","-","중개거래","제주 서귀포시","-"
"55","제주특별자치도 제주시 건입동","1037-6","1037","0006","장원마리나","84.7874","202606","01","20,000","-","3","개인","개인","2003","임항로 266","-","직거래","-","26.06.08"
"56","제주특별자치도 제주시 도남동","64","0064","0000","백록","79.2600","202606","01","21,500","-","4","개인","개인","1994","도남로 104","-","중개거래","제주 제주시","-"
"57","제주특별자치도 제주시 노형동","945","0945","0000","유나이티드","42.7500","202606","01","18,000","-","6","개인","개인","1984","원노형10길 28","-","중개거래","제주 제주시","26.06.02"
"58","제주특별자치도 서귀포시 동홍동","1674","1674","0000","주공5차(동홍5차)","49.8700","202605","31","15,400","-","5","개인","개인","1999","중산간동로 8002","-","중개거래","제주 서귀포시","-"
"59","제주특별자치도 제주시 애월읍 하귀1리","265-1","0265","0001","기룡비치하임","84.2300","202605","31","34,800","-","7","개인","개인","2016","하귀1길 1","-","중개거래","제주 제주시","26.06.09"
"60","제주특별자치도 제주시 건입동","666-5","0666","0005","다남맨션","61.4800","202605","30","8,800","-","4","개인","개인","1990","사라봉1길 8","-","중개거래","제주 제주시","26.06.05"
"61","제주특별자치도 제주시 연동","279-2","0279","0002","벽강하이본타워","40.0600","202605","30","10,800","-","9","개인","개인","2003","신대로22길 40","-","중개거래","제주 제주시","-"
"62","제주특별자치도 제주시 이도이동","1054-5","1054","0005","보경스카이빌","115.4300","202605","30","36,500","-","6","개인","개인","2003","오복1길 14","-","중개거래","제주 제주시","-"
"63","제주특별자치도 제주시 연동","292-13","0292","0013","예그린하우스텔Ⅱ","40.5025","202605","30","10,800","-","6","개인","개인","2013","은남1길 19","-","중개거래","제주 제주시","-"
"64","제주특별자치도 제주시 도남동","811","0811","0000","도남해모로리치힐아파트","73.6127","202605","30","60,000","-","10","개인","개인","2019","도남서길 14","-","중개거래","제주 제주시","-"
"65","제주특별자치도 제주시 연동","2332-5","2332","0005","연동아이진빌","23.3700","202605","29","5,000","-","6","개인","개인","2011","도령로15길 4","-","중개거래","제주 제주시","26.05.29"
"66","제주특별자치도 제주시 도두일동","2614","2614","0000","블루파크시티","21.2369","202605","29","13,500","-","7","개인","개인","2018","도두항서길 41","-","중개거래","서울 서초구, 제주 제주시","26.06.01"
"67","제주특별자치도 제주시 도두일동","2619-2","2619","0002","도두네오하임B","83.3400","202605","29","39,500","-","10","개인","개인","2017","도두항서7길 5-10","-","중개거래","제주 제주시","26.06.17"
"68","제주특별자치도 제주시 노형동","732-1","0732","0001","해오름","59.5600","202605","29","50,000","-","3","개인","개인","2001","연화로 16","-","중개거래","제주 제주시","-"
"69","제주특별자치도 서귀포시 동홍동","1085-1","1085","0001","포스트동홍1차","69.5940","202605","29","21,000","-","5","개인","개인","2019","중산간동로7920번길 2","-","중개거래","제주 서귀포시","26.06.15"
"70","제주특별자치도 제주시 화북이동","4955-29","4955","0029","재영샤르빌아파트11차","84.9300","202605","29","33,000","-","6","개인","개인","2016","거로서길 7-6","-","중개거래","제주 제주시","-"
"71","제주특별자치도 제주시 한림읍 대림리","1820-6","1820","0006","정다운","84.5200","202605","29","18,500","-","6","개인","개인","2011","한림로 711","-","직거래","-","-"
"72","제주특별자치도 제주시 봉개동","1965-6","1965","0006","봉개갤럭시타운1차","77.5619","202605","29","30,000","-","7","개인","개인","2016","봉개4길 22","-","직거래","-","26.05.29"
"73","제주특별자치도 제주시 이도이동","1078-6","1078","0006","부양장미2차","59.4000","202605","29","16,500","-","6","개인","개인","1995","오복2길 27","-","중개거래","제주 제주시","26.05.29"
"74","제주특별자치도 제주시 연동","265","0265","0000","e편한세상연동센트럴메종","75.4043","202605","28","76,000","-","12","개인","개인","2025","연동4길 25","-","중개거래","제주 제주시","-"
"75","제주특별자치도 제주시 노형동","930-12","0930","0012","재형샤르빌","84.3650","202605","28","32,000","-","8","개인","개인","2004","원노형8길 2","-","중개거래","제주 제주시","-"
"76","제주특별자치도 제주시 노형동","754-4","0754","0004","부영2차","45.9078","202605","28","29,800","-","1","개인","개인","2001","과원로 11","-","중개거래","제주 제주시","-"
"77","제주특별자치도 서귀포시 동홍동","1202-1","1202","0001","동홍동예그린하우스텔4차","31.2994","202605","27","7,800","-","2","개인","개인","2016","중산간동로7929번길 26","-","직거래","-","-"
"78","제주특별자치도 제주시 구좌읍 세화리","1323-3","1323","0003","이루안아파트","84.2500","202605","27","25,100","-","4","개인","개인","2016","구좌로 70","20260601","중개거래","제주 제주시","-"
"79","제주특별자치도 서귀포시 서호동","1540","1540","0000","제주서귀포혁신도시엘에이치1단지","84.9400","202605","27","38,000","-","9","개인","개인","2013","서호남로 92-15","-","중개거래","제주 서귀포시","-"
"80","제주특별자치도 서귀포시 동홍동","455-21","0455","0021","우성프라자","117.0000","202605","27","30,000","-","7","개인","개인","2007","중앙로72번길 57","20260601","직거래","-","-"
"81","제주특별자치도 서귀포시 중문동","1726","1726","0000","e편한세상중문","84.9875","202605","26","57,000","101동","5","법인","개인","2021","일주서로731번길 10","-","중개거래","제주 서귀포시","26.06.15"
"82","제주특별자치도 제주시 일도이동","132-44","0132","0044","서반","75.1924","202605","26","18,500","-","3","개인","개인","2000","고마로 21","-","중개거래","제주 서귀포시, 제주 제주시","-"
"83","제주특별자치도 제주시 노형동","754-4","0754","0004","부영2차","45.9078","202605","26","33,500","-","6","개인","개인","2001","과원로 11","-","중개거래","제주 제주시","-"
"84","제주특별자치도 제주시 이도이동","777","0777","0000","주공3","39.6900","202605","26","35,000","304","4","개인","개인","1989","구남로 31","-","중개거래","제주 제주시","26.06.17"
"85","제주특별자치도 제주시 삼도일동","561-20","0561","0020","승신e포그니애","84.7900","202605","26","26,600","-","6","개인","개인","2016","서광로 194","-","중개거래","제주 제주시","-"
"86","제주특별자치도 제주시 연동","280-33","0280","0033","연동리젠시빌","82.8800","202605","26","25,000","-","4","개인","개인","2004","신광로1길 20","-","중개거래","제주 제주시","-"
"87","제주특별자치도 제주시 연동","250-6","0250","0006","예그린하우스텔","23.5425","202605","26","7,000","-","6","개인","개인","2011","삼무로 9","-","직거래","-","26.05.26"
"88","제주특별자치도 서귀포시 중문동","1726","1726","0000","e편한세상중문","84.9875","202605","25","48,000","104동","6","개인","개인","2021","일주서로731번길 10","-","중개거래","제주 서귀포시","26.06.12"
"89","제주특별자치도 서귀포시 중문동","1789","1789","0000","중문푸른마을","59.9700","202605","24","23,500","-","1","개인","개인","2003","천제연로 239","-","중개거래","제주 서귀포시","-"
"90","제주특별자치도 서귀포시 중문동","2367-1","2367","0001","삼성홈스테이","17.1446","202605","24","5,500","-","7","개인","개인","2018","중문상로 10","-","중개거래","제주 제주시","-"
"91","제주특별자치도 제주시 외도일동","560-2","0560","0002","부영(2차)","84.9873","202605","24","44,500","-","2","개인","개인","2001","우평로 318","-","중개거래","제주 제주시","-"
"92","제주특별자치도 제주시 일도이동","113","0113","0000","일도우성1","76.4300","202605","23","30,500","-","4","개인","개인","1995","태성로 3","-","중개거래","제주 제주시","-"
"93","제주특별자치도 서귀포시 동홍동","1674","1674","0000","주공5차(동홍5차)","49.8700","202605","22","16,000","-","3","개인","개인","1999","중산간동로 8002","-","중개거래","제주 서귀포시","-"
"94","제주특별자치도 제주시 연동","260-41","0260","0041","신동부삼무하이빌","28.2400","202605","22","6,800","-","5","개인","개인","2003","삼무로 19","-","중개거래","제주 제주시","-"
"95","제주특별자치도 제주시 노형동","754","0754","0000","부영5차","84.9508","202605","22","62,500","-","12","개인","개인","2001","과원북2길 12","-","중개거래","제주 서귀포시","-"
"96","제주특별자치도 제주시 월평동","745","0745","0000","제주첨단꿈에그린2단지아파트","97.8898","202605","22","49,900","-","1","개인","개인","2017","첨단로동길 74","-","중개거래","제주 제주시","-"
"97","제주특별자치도 제주시 일도이동","168-9","0168","0009","아산프라자","84.2800","202605","21","27,500","-","4","개인","개인","2004","동광로13길 39","-","중개거래","제주 제주시","-"
"98","제주특별자치도 제주시 조천읍 함덕리","4178","4178","0000","천마에버하임오션","65.3456","202605","21","29,000","-","6","개인","개인","2021","함덕5길 14","-","중개거래","제주 제주시","-"
"99","제주특별자치도 서귀포시 중문동","2367-1","2367","0001","삼성홈스테이","17.9935","202605","20","4,000","-","6","개인","개인","2018","중문상로 10","-","직거래","-","26.05.29"
"100","제주특별자치도 제주시 일도이동","992-11","0992","0011","유피테르6차","110.1125","202605","20","39,000","-","3","개인","개인","2023","동문로 72","-","중개거래","제주 제주시","-"
"101","제주특별자치도 제주시 일도이동","113-1","0113","0001","일도수선화","49.0600","202605","20","17,000","일도수선화아파트 라","3","개인","개인","1993","연삼로 560-1","-","중개거래","제주 제주시","26.05.21"
"102","제주특별자치도 제주시 노형동","2583-1","2583","0001","노형뜨란채","75.1800","202605","20","57,000","-","9","개인","개인","2006","수덕로 44","-","중개거래","제주 제주시","-"
"103","제주특별자치도 제주시 도두일동","2619-2","2619","0002","도두네오하임B","83.3400","202605","20","35,000","-","9","개인","개인","2017","도두항서7길 5-10","-","중개거래","제주 제주시","-"
"104","제주특별자치도 서귀포시 동홍동","1230-1","1230","0001","동홍반석아르미","79.8388","202605","20","21,000","나","5","개인","개인","2003","동홍로162번길 30","-","중개거래","제주 서귀포시","26.06.15"
"105","제주특별자치도 서귀포시 강정동","200","0200","0000","제주강정유승한내들퍼스트오션","84.9921","202605","20","49,000","-","6","개인","개인","2017","대청로 34","-","중개거래","제주 서귀포시","-"
"106","제주특별자치도 제주시 연동","251-38","0251","0038","제원3차","70.3900","202605","19","33,000","-","3","개인","개인","1979","신광로6길 38","-","중개거래","제주 제주시","-"
"107","제주특별자치도 제주시 월평동","747","0747","0000","제주첨단꿈에그린3단지아파트","137.2969","202605","19","78,000","-","5","개인","개인","2018","첨단로동길 106","-","중개거래","제주 제주시","-"
"108","제주특별자치도 제주시 삼양이동","2318","2318","0000","제주삼화사랑으로부영3차","66.4409","202605","19","44,000","-","8","개인","개인","2013","화삼로 167","-","중개거래","제주 제주시","-"
"109","제주특별자치도 서귀포시 남원읍 남원리","1323-2","1323","0002","남원에덴아파트","40.0000","202605","19","7,500","남원에덴아파트 101","4","개인","개인","1996","남원광지로 5","-","중개거래","제주 서귀포시","26.05.26"
"110","제주특별자치도 제주시 아라일동","6088","6088","0000","아라스위첸","133.2801","202605","19","81,000","-","12","개인","개인","2012","아란9길 22","-","중개거래","제주 제주시","-"
"111","제주특별자치도 제주시 아라일동","6121","6121","0000","아라아이파크","84.9813","202605","19","75,000","-","12","개인","개인","2013","인다1길 20","-","중개거래","제주 제주시","-"
"112","제주특별자치도 제주시 용담삼동","524","0524","0000","용두암현대4","53.3250","202605","19","14,000","-","4","개인","개인","1995","용담로1길 33","-","중개거래","제주 제주시","-"
"113","제주특별자치도 제주시 건입동","1044-8","1044","0008","건입미화","59.8700","202605","19","9,500","-","5","개인","개인","1994","동문로21길 4-7","-","중개거래","제주 제주시","-"
"114","제주특별자치도 제주시 도련일동","1911","1911","0000","제주삼화사랑으로부영6차","84.3616","202605","19","51,000","-","10","개인","개인","2013","화삼로 107","-","중개거래","제주 제주시","-"
"115","제주특별자치도 제주시 외도일동","560-1","0560","0001","외도부영1차","59.9330","202605","18","24,000","-","4","개인","개인","2000","우정로11길 22","-","중개거래","제주 제주시","-"
"116","제주특별자치도 제주시 연동","276-3","0276","0003","청목더웰연동","17.6127","202605","18","7,500","-","10","개인","개인","2018","연동8길 28","-","중개거래","제주 제주시","26.06.16"
"117","제주특별자치도 제주시 이도일동","1692-2","1692","0002","신세계에덴","59.9860","202605","18","18,000","-","5","개인","개인","1995","오현길 9","-","중개거래","제주 제주시","-"
"118","제주특별자치도 제주시 이도이동","1052","1052","0000","남북","59.9500","202605","18","20,000","-","7","개인","개인","1995","가령로4길 14","-","직거래","-","26.05.18"
"119","제주특별자치도 제주시 삼도일동","319-17","0319","0017","동양맨션","100.8600","202605","18","18,000","-","2","개인","개인","1992","홍랑길 20","-","중개거래","제주 제주시","26.06.05"
"120","제주특별자치도 제주시 외도일동","560-2","0560","0002","부영(2차)","84.9873","202605","18","47,000","-","7","개인","개인","2001","우평로 318","-","중개거래","제주 제주시","-"
"121","제주특별자치도 제주시 화북일동","9-1","0009","0001","화북주공2,3단지","59.9300","202605","17","28,000","화북2아파트205","2","개인","개인","1998","동화로1길 39","-","중개거래","제주 제주시","26.06.16"
"122","제주특별자치도 제주시 연동","276-3","0276","0003","청목더웰연동","17.6127","202605","17","6,950","-","6","개인","개인","2018","연동8길 28","-","중개거래","제주 제주시","-"
"123","제주특별자치도 제주시 일도이동","113-5","0113","0005","일도2차대림","77.0200","202605","17","38,500","-","1","개인","개인","1995","태성로 39","-","중개거래","제주 제주시","-"
"124","제주특별자치도 제주시 삼양이동","2333","2333","0000","제주삼화사랑으로부영5차","84.3616","202605","17","59,300","-","5","개인","개인","2013","화삼로 166","-","중개거래","제주 제주시","-"
"125","제주특별자치도 제주시 노형동","732","0732","0000","부영1차","80.6583","202605","17","66,000","-","4","개인","개인","2001","원노형로 93","-","중개거래","제주 제주시","-"
"126","제주특별자치도 제주시 연동","274-30","0274","0030","크라운아트빌","22.8844","202605","16","6,300","-","5","개인","개인","2012","연동8길 15","-","중개거래","제주 제주시","26.05.22"
"127","제주특별자치도 서귀포시 남원읍 위미리","3079-1","3079","0001","헷세드위미","84.0175","202605","15","36,000","B동","7","개인","개인","2018","위미해안로129번길 5","-","중개거래","제주 서귀포시","26.06.04"
"128","제주특별자치도 서귀포시 보목동","875","0875","0000","로얄하이츠맨션","71.3100","202605","15","12,300","-","5","개인","개인","1990","마소물로8번길 10-1","-","중개거래","제주 서귀포시","-"
"129","제주특별자치도 서귀포시 동홍동","1369","1369","0000","동홍동센트레빌","84.9196","202605","15","47,500","-","6","개인","개인","2021","중앙로182번길 40","-","중개거래","제주 서귀포시","-"
"130","제주특별자치도 제주시 노형동","1277-1","1277","0001","세기4차","54.1950","202605","15","17,500","-","6","개인","개인","1994","다랑곶4길 25","-","중개거래","제주 제주시","-"
"131","제주특별자치도 제주시 외도일동","529-1","0529","0001","해밀마루","46.5900","202605","15","21,000","-","10","개인","개인","2019","우정로15길 48","-","중개거래","제주 제주시","-"
"132","제주특별자치도 서귀포시 동홍동","1369","1369","0000","동홍동센트레빌","84.9196","202605","14","46,500","-","7","개인","개인","2021","중앙로182번길 40","20260518","중개거래","제주 서귀포시","-"
"133","제주특별자치도 서귀포시 중문동","2367-1","2367","0001","삼성홈스테이","17.9935","202605","14","5,000","-","7","개인","개인","2018","중문상로 10","-","중개거래","제주 제주시","26.06.08"
"134","제주특별자치도 제주시 월평동","747","0747","0000","제주첨단꿈에그린3단지아파트","84.7938","202605","14","48,500","-","6","개인","개인","2018","첨단로동길 106","-","중개거래","제주 제주시","-"
"135","제주특별자치도 서귀포시 동홍동","1369","1369","0000","동홍동센트레빌","84.9196","202605","14","46,500","-","7","개인","개인","2021","중앙로182번길 40","-","중개거래","제주 서귀포시","-"
"136","제주특별자치도 서귀포시 강정동","200","0200","0000","제주강정유승한내들퍼스트오션","84.9910","202605","14","59,000","107동","7","개인","개인","2017","대청로 34","-","중개거래","제주 서귀포시","26.05.28"
"137","제주특별자치도 제주시 이도이동","1956","1956","0000","이도한일베라체","84.5000","202605","14","65,000","-","7","개인","개인","2011","신설로 55","-","중개거래","제주 제주시","-"
"138","제주특별자치도 서귀포시 서호동","1540","1540","0000","제주서귀포혁신도시엘에이치1단지","84.9400","202605","13","38,000","-","8","개인","개인","2013","서호남로 92-15","-","중개거래","제주 서귀포시","-"
"139","제주특별자치도 제주시 외도일동","560-1","0560","0001","외도부영1차","59.9330","202605","13","24,000","-","2","개인","개인","2000","우정로11길 22","-","중개거래","제주 제주시","-"
